Locus	GCF_001999065	GCF_002214105	GCF_016775745	GCF_018735785	GCF_002214005	GCF_014843335	GCF_003999665	GCF_003390475	GCF_014304775	GCF_001483405	GCF_002213965	GCF_001483425	GCF_018968745	GCF_010442835	GCF_002043045	GCF_001027125	GCF_018336735	GCF_013122235	GCF_002848485	GCF_004771195	GCF_000307065	GCF_002105635	GCF_009730635	GCF_000513595	GCF_000306985	GCF_900231485	GCF_000568475	GCF_013177375	GCF_018336775	GCF_018336655	GCF_002213785	GCF_001047715	GCF_000306905	GCF_900637785	GCF_000307005	GCF_001596775	GCF_001454925	GCF_013177415	GCF_001027065	GCF_000307045	GCF_002213985	GCF_001551855	GCF_000026705	GCF_015583955	GCF_001548635	GCF_002848505	GCF_001454865	GCF_001005985	GCF_008807975	GCF_001188655	GCF_900637775	GCF_018966805	GCF_001998985	GCF_018336755	GCF_002213565	GCF_008807875	GCF_002213585	GCF_003043895	GCF_001952755	GCF_001027085	GCF_008807935	GCF_014983945	GCF_002213765	GCF_018336695	GCF_004101665	GCF_003031955	GCF_002843525	GCF_900275645	GCF_000438645	GCF_003144075	GCF_000258905	GCF_014304695	GCF_018336715	GCF_006364035	GCF_000168595	GCF_002285835	GCF_001889645	GCF_009648595	GCF_002213885	GCF_003812545	GCF_018604305	GCF_018604265	GCF_002831485	GCF_001454845	GCF_004763665	GCF_002213645	GCF_018336675	GCF_003433415	GCF_002116675	GCF_003409075	GCF_001454885	GCF_000195395	GCF_000438725	GCF_018336635	GCF_016802645	GCF_000577745	GCF_001999105	GCF_001999025	GCF_009664755	GCF_000746625	GCF_014843315	GCF_016728025	GCF_000513635	GCF_002214085	GCF_000582845	GCF_002214065	GCF_016775765	GCF_001998945	GCF_002213685	GCF_013389395	GCF_905219375	GCF_000950775	GCF_001548585	GCF_016767835	GCF_002213545	GCF_009648655	GCF_900187225	GCF_018604205	GCF_003032055	GCF_016757715	GCF_002105675	GCF_000438745	GCF_905219385	GCF_002213945	GCF_000307615	GCF_003900515	GCF_001513695	GCF_003030405	GCF_009866905	GCF_002213865	GCF_014987905	GCF_002213805	GCF_009648695	GCF_002214125	GCF_004771175	GCF_002213505	GCF_002557815	GCF_004142705	GCF_018966765	GCF_001188045	GCF_001999005	GCF_008807955	GCF_003031935	GCF_002101275	GCF_001913195	GCF_001999165	GCF_014843295	GCF_016775725	GCF_001999085	GCF_018604325	GCF_002220325	GCF_002105615	GCF_002105715	GCF_009648635	GCF_000513675	GCF_002105655	GCF_002213845	GCF_000613085	GCF_000513695	GCF_001889585	GCF_000022925	GCF_000513615	GCF_000195435	GCF_002214145	GCF_000438625	GCF_000209755	GCF_014304675	GCF_000568935	GCF_000808055	GCF_000168635	GCF_019332005	GCF_000318055	GCF_001999145	GCF_001027245	GCF_900231475	GCF_002848425	GCF_009664735	GCF_000093125	GCF_000307085	GCF_001027165	GCF_018336795	GCF_002213605	GCF_003722375	GCF_018735945	GCF_000438685	GCF_000438705	GCF_002213705	GCF_015689035	GCF_001644625	GCF_001998915	GCF_001027205	GCF_018310555	GCF_018106265	GCF_014983645	GCF_002285655	GCF_002848465	GCF_013177395	GCF_014334275	GCF_002105695	GCF_008807915	GCF_018736025	GCF_000681515	GCF_002214045	GCF_000021185	GCF_014843275	GCF_009866885	GCF_000197755	GCF_000513655	GCF_001952795	GCF_009664775	GCF_000168575	GCF_002213745	GCF_002208215	GCF_009730615	GCF_000438585	GCF_018604185	GCF_002557735	GCF_008807895	GCF_000438665	GCF_000168695	GCF_018604285	GCF_013137935	GCF_000218305	GCF_003032075	GCF_001999125	GCF_003030165	GCF_002025165	GCF_000438605	GCF_000800335	GCF_014983505	GCF_002213905	GCF_003031975	GCF_002969195	GCF_002213825	GCF_006364655	GCF_018604245	GCF_001908335	GCF_001483445	GCF_002213665	GCF_001188025	GCF_000008285	GCF_000196035	GCF_018604225	GCF_009648675	GCF_009648615	GCF_002213925	GCF_018672415	GCF_000600015	GCF_001999045	GCF_000210815	GCF_002213625	GCF_003812565	GCF_003031915	GCF_001952735	GCF_010443035	GCF_002213725	GCF_004768685	GCF_003031895	GCF_902385845	GCF_001952775	GCF_001005925	B33116
lmo0013	6	10	6	6	6	2	3	2	3	1	4	3	116	3	2	3	3	4	1	8	9	1	3	3	3	4	3	11	2	8	1	4	2	3	1	3	2	11	13	3	6	3	4	15	10	1	9	3	141	5	3	6	4	2	3	54	3	1	3	3	16	15	1	3	11	8	1	6	8	3	4	3	6	6	3	10	2	4	6	1	3	3	1	6	3	3	3	6	287	6	9	2	11	3	2	17	10	3	8	3	93	3	3	10	3	6	6	2	3	1	11	4	10	2	3	4	3	3	2	3	47	11	11	6	6	3	15	2	2	8	15	3	10	3	2	4	1	7	4	18	3	6	8	10	3	11	3	3	3	8	2	3	1	4	3	3	8	15	3	2	3	6	11	3	10	5	3	6	11	3	3	6	10	3	3	1	3	3	4	10	3	3	6	3	7	11	3	144	1	3	3	1	6	11	10	1	11	11	3	141	6	11	3	5	7	1	7	3	3	1	1	1	10	3	7	11	1	3	6	3	8	11	5	1	1	17	2	3	6	2	3	3	1	3	2	8	10	15	3	11	6	1	17	4	4	6	13	6	2	1	3	9	2	3	5	3	1	2	10	3	10	6
lmo0014	4	10	4	4	4	2	9	2	3	130	2	16	157	803	2	6	3	4	1	25	8	31	11	6	12	4	3	4	2	23	1	4	4	3	1	3	2	4	17	3	4	3	4	6	10	1	8	9	730	5	3	189	2	2	6	77	6	1	6	3	4	6	1	3	4	25	1	4	7	3	4	3	4	4	9	10	2	4	4	31	6	16	1	4	3	6	6	300	426	4	8	2	4	6	2	22	10	6	23	6	127	6	6	10	3	4	4	2	6	1	4	4	10	323	6	4	3	16	2	9	62	4	4	4	4	3	6	2	2	7	6	9	10	3	323	2	1	4	4	10	11	4	25	34	6	4	3	12	11	23	323	9	31	4	6	16	7	6	6	2	6	4	4	3	10	5	3	4	4	11	9	4	10	49	11	1	9	6	4	10	3	6	4	16	4	4	6	105	1	9	3	1	4	4	10	1	4	4	6	730	4	4	6	5	4	1	4	6	6	1	1	1	10	11	4	4	1	106	4	3	25	4	5	1	31	22	2	9	4	2	6	33	1	9	2	23	10	6	6	4	4	1	22	4	4	4	17	4	2	1	6	8	2	6	5	6	15	2	10	6	10	4
lmo0016	2	7	2	3	2	3	1	2	1	43	3	1	16	1	3	10	1	3	1	13	6	1	12	1	1	3	1	3	2	13	1	2	3	1	1	1	2	3	11	1	2	1	3	1	7	1	6	1	16	4	1	6	3	2	1	6	1	1	1	1	3	1	1	1	3	13	1	2	5	1	3	1	2	2	1	7	2	2	2	1	1	1	1	2	1	1	1	2	0	2	6	2	3	1	3	13	7	1	13	1	41	1	1	7	1	2	2	3	1	1	3	3	7	3	1	2	1	1	2	10	1	3	3	2	2	1	1	2	2	5	1	54	7	1	3	3	1	3	3	3	8	3	13	3	1	3	1	1	8	13	3	1	1	2	1	1	5	1	1	2	1	2	3	1	7	4	1	2	3	8	10	2	7	1	12	1	1	1	3	7	1	1	2	1	3	3	1	61	1	1	1	1	2	3	7	1	3	3	1	16	2	3	1	4	3	1	3	1	1	1	1	1	7	12	3	3	1	10	2	1	13	3	4	1	1	13	2	1	2	2	1	1	1	54	2	13	7	1	1	3	2	1	13	2	2	2	11	2	2	1	1	6	2	1	4	1	10	2	7	1	7	2
lmo0018	4	10	4	55	4	29	6	2	13	143	60	17	175	13	29	6	13	154	1	22	9	1	21	6	15	4	3	11	2	26	1	11	14	3	1	13	2	11	18	3	4	13	4	6	10	1	9	12	513	5	3	97	47	2	6	85	6	1	6	3	10	6	1	3	11	22	1	4	8	13	4	13	4	4	6	20	2	11	4	1	6	17	1	4	13	6	6	4	437	4	9	2	11	6	29	25	10	6	26	6	138	6	6	10	3	4	4	29	6	1	11	4	20	27	6	11	3	17	2	6	75	11	11	4	4	3	6	2	2	8	6	12	37	3	27	60	1	7	4	28	12	55	22	35	6	11	3	1	12	26	27	6	237	11	6	17	8	6	6	2	6	4	11	3	10	5	13	4	11	12	6	4	20	3	21	1	6	6	4	10	13	6	4	17	7	11	6	220	1	12	13	1	4	11	20	1	11	11	12	513	4	11	6	5	7	1	7	6	6	284	1	1	20	21	7	11	1	42	4	13	22	11	5	1	1	25	2	6	4	2	6	8	1	12	2	26	10	6	6	11	4	1	25	11	11	4	18	4	2	1	6	161	2	6	5	6	1	2	10	6	37	4
lmo0020	4	6	4	33	4	16	1	2	3	3	8	11	105	3	16	3	3	15	180	3	7	3	13	3	1	4	3	8	2	3	1	8	9	3	1	3	2	8	12	3	4	3	4	3	6	1	7	3	351	5	3	56	6	2	3	48	3	1	144	3	8	3	1	3	8	3	1	4	3	3	4	3	4	4	1	6	2	8	17	3	3	11	1	4	3	3	3	4	85	4	7	2	8	3	16	3	6	3	3	3	82	3	3	6	3	4	4	16	3	1	8	4	6	14	3	8	3	11	2	1	44	8	8	17	4	3	3	2	2	3	3	3	6	3	14	8	1	6	4	8	3	33	3	22	3	8	3	1	3	3	14	1	3	8	3	11	3	3	3	2	3	4	8	3	6	5	3	4	8	3	1	4	6	3	13	1	1	3	4	6	3	3	4	11	6	8	3	134	1	3	3	1	4	8	6	1	8	8	3	351	4	8	144	5	6	1	6	3	3	1	1	1	6	13	6	8	1	27	4	3	3	8	5	1	3	3	2	1	4	2	3	3	1	3	2	3	25	3	3	8	4	1	3	8	8	17	12	4	2	1	3	29	2	3	5	3	3	2	6	3	6	4
lmo0021	4	9	4	4	4	18	1	2	3	1	9	14	86	3	18	13	3	9	1	16	8	14	14	6	1	4	3	9	2	16	1	9	11	3	1	3	2	9	15	3	4	3	4	6	9	1	8	10	125	5	3	50	27	2	6	42	6	1	6	3	9	6	1	3	9	16	1	4	6	3	4	3	4	4	1	9	174	9	4	14	6	14	1	4	3	6	6	4	70	4	8	2	9	6	18	15	9	6	16	6	67	13	6	9	3	4	4	18	6	1	9	0	9	9	6	9	3	14	2	1	16	9	9	4	4	3	6	2	2	6	6	10	9	3	9	9	1	7	4	9	10	4	16	9	6	9	3	1	14	16	9	1	119	9	6	14	6	6	6	2	6	4	9	3	9	5	3	4	9	10	1	4	9	3	14	1	1	6	4	9	3	6	4	14	7	9	6	30	1	10	3	1	4	9	9	1	9	9	13	125	4	9	6	5	7	1	7	6	6	1	1	1	9	14	7	9	1	23	4	3	16	9	5	1	14	15	2	1	4	2	6	16	1	10	2	16	9	6	6	9	4	1	15	9	9	4	15	4	2	1	6	78	2	6	5	6	14	2	9	6	9	4
lmo0022	2	2	2	2	2	14	7	2	195	195	2	10	94	195	14	1	195	2	195	195	6	1	0	195	195	2	195	8	2	195	195	2	2	195	195	195	2	8	195	195	2	195	2	195	2	195	6	1	280	4	195	44	2	2	195	39	195	195	195	195	2	195	195	195	2	195	195	2	1	195	2	195	2	2	7	2	2	2	2	1	195	10	195	2	195	195	195	2	74	2	6	2	8	195	14	1	2	195	195	195	71	1	195	2	195	2	2	14	195	195	2	2	2	2	195	2	195	10	2	195	195	8	2	2	2	195	195	2	2	1	195	1	2	195	2	2	195	5	2	2	195	2	195	2	195	2	195	195	195	195	2	7	1	2	195	10	1	195	195	2	195	2	8	195	2	4	195	2	2	195	3	2	2	195	0	195	7	195	2	2	195	195	2	10	5	8	195	123	195	1	195	195	2	2	2	195	8	2	1	280	2	2	195	4	5	195	5	195	195	195	195	195	2	0	5	2	195	195	2	195	195	2	4	195	1	1	2	7	2	2	195	195	1	1	2	195	2	195	195	2	2	195	1	2	2	2	195	2	2	195	195	83	2	195	4	195	195	2	2	195	2	2
lmo0024	2	2	2	2	2	33	9	2	3	1	8	13	127	3	33	1	3	2	1	1	6	5	1	1	1	2	3	8	2	3	1	8	10	3	1	3	2	8	12	3	2	3	2	1	2	1	6	1	279	4	3	58	14	174	1	47	1	1	1	3	2	1	1	3	8	1	1	2	5	3	2	3	2	2	7	2	2	8	2	3	173	13	1	2	3	1	86	2	85	2	6	2	8	86	33	3	2	1	3	1	84	1	1	2	3	2	2	33	1	1	8	2	2	10	1	8	3	13	2	5	1	8	8	2	2	3	1	2	2	5	1	1	2	3	10	8	1	2	2	141	5	2	1	19	1	8	3	1	1	3	10	9	24	8	1	0	5	1	1	2	1	2	8	3	2	4	3	2	8	5	5	2	2	3	1	1	9	1	2	2	3	1	2	13	2	8	1	130	1	1	3	1	2	8	2	1	8	8	1	279	2	8	1	4	2	1	2	1	1	1	1	1	2	1	2	8	1	1	2	3	1	8	4	1	5	3	2	9	2	2	1	1	1	1	2	3	2	1	1	8	2	1	3	8	8	2	12	2	2	1	1	6	2	1	4	1	12	2	2	1	2	2
lmo0025	2	8	2	2	2	2	7	2	1	1	5	1	92	1	2	56	1	2	1	1	6	1	12	4	1	2	1	5	2	1	1	5	10	1	1	1	2	5	1	1	2	1	2	4	8	1	6	1	337	3	1	44	5	2	4	33	4	1	4	1	2	4	1	1	5	7	1	2	1	1	2	1	2	2	7	8	2	5	2	1	4	1	1	2	1	4	4	2	75	2	6	2	5	4	2	1	8	4	1	4	71	4	4	8	1	2	2	2	4	1	5	2	8	2	4	5	1	1	2	1	1	5	5	2	2	1	4	2	2	1	4	1	8	1	2	5	1	5	2	2	9	2	1	2	4	5	1	1	1	1	2	7	7	5	4	1	1	4	4	2	4	2	5	1	8	3	1	2	5	9	1	2	8	1	12	1	7	4	2	8	1	4	2	1	5	5	4	113	1	1	1	1	2	5	8	1	5	5	4	337	2	5	4	3	5	1	5	4	4	1	1	1	8	12	5	5	1	1	2	1	1	5	3	1	1	1	2	7	2	2	4	1	1	1	2	1	8	4	4	5	2	1	1	5	5	2	1	2	2	1	4	6	2	4	3	4	1	2	8	4	8	2
lmo0026	4	9	0	16	4	16	1	2	3	1	10	15	98	3	16	6	3	18	1	1	8	1	1	6	1	4	3	10	2	11	1	10	12	3	1	3	2	10	33	3	4	3	4	6	9	1	8	1	404	5	3	55	4	2	6	48	6	1	6	3	16	6	1	3	10	1	1	4	7	3	4	3	4	4	1	9	2	10	4	1	6	15	1	4	3	6	6	4	81	4	8	2	10	6	16	11	9	6	11	6	78	6	6	9	3	4	4	16	6	1	10	4	9	16	6	10	3	15	2	1	17	10	10	4	4	3	6	2	2	7	6	1	9	3	16	10	1	2	4	16	11	16	1	22	6	10	3	1	1	11	16	1	1	10	6	15	7	6	6	2	6	4	10	3	9	5	3	4	10	11	1	4	9	3	1	1	1	6	4	9	3	6	4	15	2	10	6	135	1	1	3	1	4	10	9	1	10	10	6	404	4	10	6	5	2	1	2	6	6	1	1	1	9	1	2	10	1	1	4	3	1	10	5	1	1	11	2	1	4	2	6	23	1	1	2	11	9	6	6	10	4	1	11	10	10	4	14	4	2	1	6	8	2	6	5	6	14	2	9	6	9	4
lmo0027	4	11	4	4	4	58	9	2	3	65	54	17	221	3	58	15	3	21	10	9	8	1	20	6	1	4	3	2	2	22	10	4	13	3	10	3	2	2	9	3	4	3	4	6	34	10	8	22	784	5	3	95	61	2	6	79	6	10	6	3	235	6	10	3	19	15	10	4	7	3	4	3	4	4	9	11	2	4	4	92	6	17	10	4	3	6	6	4	0	4	8	2	2	6	58	24	11	6	22	6	133	15	6	11	3	4	4	58	6	1	19	4	11	25	6	4	3	17	2	28	16	2	19	4	4	3	6	2	2	7	6	22	11	3	25	54	10	4	4	4	12	4	9	373	6	19	3	1	55	22	25	9	15	4	6	17	7	6	6	2	6	4	2	3	11	5	3	4	19	12	28	4	11	3	20	10	9	6	4	11	3	6	4	17	4	2	6	223	1	22	3	1	4	19	11	10	2	19	15	784	4	19	6	5	4	1	4	6	6	10	10	10	11	20	4	19	10	1	4	3	9	19	5	10	1	24	2	9	4	2	6	32	10	22	2	22	11	6	6	19	4	1	24	4	4	4	9	4	2	10	6	8	2	6	5	6	16	2	11	6	11	4
lmo0029	2	2	2	2	2	2	1	2	1	1	2	1	58	1	2	1	1	2	1	1	4	8	1	1	1	2	1	2	2	1	1	2	6	1	1	1	2	2	1	1	2	1	2	1	2	1	4	1	175	3	1	16	2	2	1	27	1	1	1	1	2	1	1	1	2	1	1	2	1	1	2	1	2	2	1	2	2	2	2	1	1	1	1	2	1	1	1	2	0	2	4	2	2	1	2	1	2	1	1	1	22	1	1	2	1	2	2	2	1	1	2	2	2	2	1	2	1	1	2	1	1	2	2	2	2	1	1	2	2	1	1	1	2	1	2	2	1	2	2	2	5	2	1	2	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	2	2	1	2	3	1	2	2	5	1	2	2	1	1	1	1	1	2	2	1	1	2	1	2	2	1	16	1	1	1	1	2	2	2	1	2	2	1	175	2	2	1	3	2	1	2	1	1	1	1	1	2	1	2	2	1	1	2	1	1	2	3	1	8	1	2	1	2	2	1	1	1	1	2	1	2	1	1	2	2	1	1	2	2	2	1	2	2	1	1	14	2	1	3	1	1	2	2	1	2	2
lmo0030	20	10	2	36	2	12	9	17	3	1	39	15	121	3	12	15	3	19	1	3	8	23	254	6	13	4	3	2	2	21	1	19	12	3	1	3	17	2	40	3	2	3	4	6	10	1	8	33	434	5	3	64	4	2	6	53	6	1	6	3	19	6	1	3	2	3	1	2	7	3	4	3	2	2	9	10	2	19	20	23	6	15	1	2	3	6	6	2	0	2	8	2	2	6	12	3	10	6	21	6	97	15	6	10	3	2	2	12	6	3	2	4	10	19	6	19	3	15	2	1	3	2	2	20	2	3	6	2	2	15	6	15	10	3	19	39	1	2	4	22	3	36	3	12	6	2	3	13	24	21	19	9	16	19	6	15	15	6	6	17	6	2	11	3	10	5	3	2	2	3	1	2	10	3	18	1	9	6	4	10	3	6	2	15	2	2	6	159	3	15	3	1	20	2	10	1	2	2	15	434	2	2	6	5	2	1	2	6	6	1	1	1	10	254	2	2	1	1	2	3	3	2	5	1	23	3	2	9	2	2	6	3	1	15	17	21	10	6	6	2	2	1	3	19	19	20	3	2	2	1	6	31	2	6	5	6	16	17	10	6	10	2
lmo0031	4	11	4	4	4	21	10	2	3	22	12	8	162	3	21	8	3	4	1	18	9	22	17	6	8	4	3	12	2	1	1	4	4	3	1	3	2	12	40	3	4	3	4	6	11	1	9	8	481	5	3	151	4	2	6	54	6	1	6	3	19	6	1	3	12	1	1	4	8	3	4	3	4	19	10	11	2	4	4	22	6	8	1	4	3	6	6	19	0	4	9	2	12	6	21	20	11	6	1	6	92	8	6	11	3	4	4	21	6	8	12	4	11	7	6	4	3	8	2	1	10	12	12	4	4	3	6	2	2	8	6	8	11	3	7	12	1	7	0	7	1	4	18	2	6	12	3	8	8	1	7	10	1	4	6	8	8	6	6	2	6	4	12	3	11	5	3	4	12	1	1	14	11	3	17	1	10	6	4	11	3	6	4	8	7	12	6	165	8	8	3	1	4	12	11	1	12	12	8	481	4	12	6	5	7	1	7	6	6	13	1	1	11	17	7	12	1	30	4	3	18	12	5	1	22	20	2	10	4	2	6	25	1	8	2	1	11	6	6	12	4	1	20	4	4	4	208	14	2	13	6	34	2	6	5	6	16	2	11	6	11	19
lmo0033	28	13	7	73	7	36	12	2	3	174	66	21	216	3	36	1	3	34	1	26	11	38	18	6	18	4	3	14	2	32	1	34	17	3	1	3	2	14	81	3	7	3	4	6	13	1	11	1	960	5	3	260	66	2	6	106	6	1	6	3	91	6	1	3	14	15	1	7	9	3	4	3	7	297	12	13	2	34	28	124	6	21	1	7	3	6	6	297	0	7	11	2	14	6	36	31	13	6	32	6	167	1	6	13	3	7	7	36	6	30	14	4	13	33	6	34	3	21	2	41	95	14	14	28	7	3	6	2	2	9	6	1	13	3	33	66	1	10	4	58	471	73	26	36	6	14	3	18	1	32	33	12	300	34	6	21	9	6	6	2	6	7	16	3	13	5	3	7	14	15	41	7	13	3	18	1	40	6	4	13	3	6	7	21	10	14	6	287	30	1	3	1	28	14	13	1	14	14	1	960	7	14	6	5	10	1	8	6	6	1	1	1	13	18	10	14	1	1	7	3	26	14	5	1	38	31	2	12	7	2	6	45	1	1	2	32	13	6	6	14	7	1	31	34	34	28	23	7	2	1	6	198	2	6	5	6	20	2	13	6	13	297
lmo0034	6	10	6	45	6	11	9	2	3	3	2	3	135	3	11	1	3	0	1	17	8	5	1	5	3	2	3	11	2	20	1	2	13	3	1	3	2	11	3	3	6	3	2	5	10	1	8	24	579	4	3	167	16	2	5	65	5	1	5	3	18	5	1	3	11	17	1	6	7	3	2	3	6	11	9	10	2	2	6	3	5	3	1	6	3	5	5	11	357	6	8	2	11	5	11	17	10	5	20	5	108	1	5	10	3	6	6	11	5	1	11	2	10	21	5	2	3	3	2	1	0	11	11	6	6	3	5	2	2	7	5	24	10	141	21	2	1	2	2	23	12	45	17	11	5	11	3	3	1	20	21	9	15	2	5	3	7	5	5	2	5	6	11	141	10	4	3	6	11	12	1	6	10	3	1	1	9	5	2	10	3	5	6	3	2	11	5	190	1	24	3	1	6	11	10	1	11	11	1	579	6	11	5	4	2	1	2	5	5	1	1	1	10	1	2	11	1	1	6	3	17	11	4	1	5	17	2	9	6	2	5	28	1	24	2	20	10	5	5	11	6	1	17	2	2	6	3	6	2	1	5	8	291	5	4	5	15	2	10	5	10	11
lmo0035	2	9	2	2	2	6	1	2	1	37	3	7	95	1	194	1	1	2	1	7	8	0	7	5	7	3	1	2	2	13	1	15	6	1	1	1	2	2	1	1	2	1	3	5	9	1	8	1	400	4	1	117	6	2	5	0	5	1	5	1	6	5	1	1	2	7	1	2	7	1	3	1	2	9	1	12	2	15	2	1	5	7	1	2	1	5	5	9	0	2	8	2	2	5	6	7	9	5	13	5	76	1	5	9	1	2	2	6	5	1	2	3	12	14	5	15	1	7	206	7	7	2	2	2	2	1	5	2	2	7	5	1	9	1	14	3	1	6	3	6	10	2	7	6	5	2	1	7	7	13	14	1	134	15	5	7	7	5	5	2	5	2	2	1	9	4	1	2	147	10	7	2	12	1	7	1	1	5	3	9	1	5	2	7	6	2	5	0	1	1	1	1	2	2	12	1	2	2	1	400	2	2	5	4	6	1	6	5	5	1	1	1	12	7	6	2	1	1	2	1	7	2	4	1	16	7	2	1	2	2	5	7	1	1	2	13	9	5	5	2	2	1	7	15	15	2	1	2	2	1	5	8	2	5	4	5	1	2	9	5	9	9
lmo0042	2	2	2	2	2	2	1	2	1	1	2	1	79	1	2	1	1	2	1	1	4	1	6	1	1	2	1	2	2	1	1	2	2	1	1	1	2	2	1	1	2	1	2	1	2	1	4	1	99	3	0	26	2	2	1	24	1	1	1	1	2	1	1	1	2	1	1	2	1	1	2	1	2	2	1	2	2	2	2	1	1	1	1	2	1	1	1	2	57	2	4	2	2	1	2	1	2	1	1	1	52	1	1	2	1	2	2	2	1	1	2	2	2	2	1	63	1	1	2	1	12	2	2	2	2	1	1	2	2	1	1	1	2	1	2	2	1	2	2	2	1	2	1	2	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	2	2	1	2	3	1	2	2	1	1	2	2	1	6	1	1	1	2	2	1	1	2	1	2	2	1	26	1	1	1	1	2	2	2	1	2	2	1	99	2	2	1	3	2	319	2	1	1	1	1	1	2	6	2	2	1	1	2	1	1	2	3	1	1	1	2	1	2	2	1	1	1	1	2	1	2	1	1	2	2	1	1	2	2	2	1	2	2	1	1	4	2	1	3	1	1	2	2	1	2	2
lmo0044	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	1	2	2	0	4	1	1	2	2	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	3	1	1	2	1	2	1	2	1	2	2	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	18	1	1	2	1	1	2	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	2	2	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	2	3	1	2	2	2	1	1	1	2	1	1
lmo0045	2	2	2	2	2	2	1	2	1	41	2	1	5	40	2	1	1	2	1	1	5	4	1	156	1	2	1	2	2	1	1	2	2	1	1	1	2	2	1	1	2	1	2	156	2	1	5	1	51	3	0	54	15	2	156	58	156	1	156	1	2	156	1	1	2	12	1	2	1	1	2	40	2	2	1	120	2	2	2	1	156	1	1	2	1	156	156	122	170	2	5	2	2	156	2	1	2	156	1	156	39	1	156	2	1	2	2	2	156	1	2	2	2	2	156	2	1	1	2	1	20	2	2	2	2	1	156	2	2	1	156	1	2	1	2	2	1	2	2	2	1	2	1	2	156	2	1	1	1	1	2	1	12	2	156	1	1	156	156	2	156	2	2	1	2	3	1	2	2	1	1	2	2	1	1	1	1	156	2	2	1	156	2	1	2	2	156	5	1	1	1	1	2	2	120	1	2	2	1	51	2	2	156	3	2	1	2	156	156	1	1	1	120	1	2	2	1	1	2	1	1	2	3	1	4	1	2	1	2	2	156	1	1	1	2	1	2	156	156	2	2	1	1	2	2	2	1	2	2	1	156	5	2	156	3	156	1	2	2	156	2	2
lmo0046	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9	1	1	1	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
lmo0048	2	2	2	2	2	2	6	2	3	51	2	3	16	3	2	3	3	2	1	3	5	3	3	3	3	2	3	2	2	11	1	2	2	3	1	3	2	2	3	3	2	3	2	3	2	1	5	3	4	4	3	31	20	2	3	16	3	1	3	3	2	3	1	3	2	24	1	2	3	3	2	3	2	74	6	2	2	2	2	3	3	3	1	2	3	3	3	74	169	2	5	2	2	3	2	3	2	3	11	3	49	3	3	2	3	2	2	2	3	1	2	2	2	2	3	2	3	3	2	3	3	2	2	2	2	3	3	2	2	3	3	3	2	3	2	2	1	2	2	2	3	2	3	2	3	2	3	3	26	11	2	6	3	2	3	3	3	3	3	2	3	2	2	3	2	4	3	2	2	3	3	2	2	3	3	1	6	3	2	2	3	3	2	3	2	2	3	72	1	3	3	1	2	2	2	1	2	2	3	4	2	2	3	4	2	1	2	3	3	141	1	1	2	3	2	2	1	1	2	3	3	2	4	1	3	3	2	6	2	2	3	3	1	3	2	11	2	3	3	2	2	1	3	2	2	2	3	2	114	1	3	5	2	3	4	3	8	2	2	3	2	74
