Locus	GCF_020616775	GCF_018517125	B537	GCF_013344625	GCF_011193375	GCF_000550745	GCF_906464895	GCF_017280035	GCF_000007785	GCF_017639585	GCF_006494835	GCF_004332015	GCF_001689055	GCF_006766145	GCF_003345275	GCF_906464915	GCF_003030425	GCF_001989555	GCF_003966385	GCF_006494875	GCF_002163735	GCF_005158025	GCF_010103655	GCF_009498175	GCF_009662495	GCF_013344645	GCF_019222705	GCF_001598635	GCF_004332035	GCF_002355755	GCF_003812665	GCF_005979285	GCF_000317915	GCF_002208945	GCF_020616875	GCF_015377745	GCF_000172575	GCF_906464925	GCF_019774535	GCF_906464875	GCF_016743895	GCF_902379005	GCF_901553725	GCF_006364815	GCF_002289045	GCF_000281195	GCF_000391485	GCF_000742975	GCF_019856595	GCF_013344605	GCF_012594215	GCF_014844235	GCF_020616935	GCF_017280235	GCF_006349345	GCF_005484525	GCF_016812095	GCF_003966405	GCF_002814115	GCF_900636775	GCF_906464865	GCF_906464835	GCF_005979305	GCF_013344665	GCF_006494855	GCF_014489455	GCF_018986755	GCF_019195415	GCF_017357805
OG1RFRS11110	53	11	3	3	23	33	10	8	7	19	7	11	12	12	3	26	7	3	11	7	2	12	8	126	17	3	26	28	55	11	3	23	3	26	12	11	1	44	7	8	7	3	26	3	12	11	7	3	23	11	8	15	11	8	127	43	8	11	27	12	10	53	3	2	7	22	3	8	7
OG1RFRS11115	26	14	1	1	2	19	8	6	5	1	5	14	1	17	1	1	12	1	14	5	2	13	6	18	4	1	18	8	1	20	1	1	1	1	13	8	1	6	12	6	12	1	1	1	10	8	5	1	2	9	6	1	8	6	6	15	6	14	9	13	8	26	1	2	5	7	1	6	13
OG1RFRS11125	40	21	23	23	27	1	10	8	7	48	7	63	12	19	14	23	14	14	15	7	2	1	8	23	17	23	23	16	19	1	14	7	13	23	1	21	1	1	14	8	14	13	23	23	12	11	7	23	27	11	8	7	7	8	8	2	8	15	19	1	10	40	23	2	7	9	14	8	19
OG1RFRS11130	2	1	6	6	1	1	5	2	1	24	1	2	2	6	6	6	2	6	2	1	2	1	2	6	9	6	6	1	10	9	6	11	6	6	1	6	1	16	2	2	2	6	6	6	2	6	1	6	1	6	2	9	1	2	2	5	2	2	12	1	5	2	6	2	1	4	6	2	9
OG1RFRS11135	78	38	1	1	53	50	10	8	7	55	7	5	12	19	42	35	14	42	5	7	2	52	8	46	21	1	46	17	81	98	42	31	1	35	52	0	1	62	14	8	14	1	35	1	12	11	7	30	53	11	8	51	52	8	8	3	8	5	37	15	10	78	1	2	7	9	42	8	84
OG1RFRS11140	11	2	1	1	4	1	7	5	3	0	3	4	9	3	3	3	3	3	4	3	2	4	5	2	11	1	2	2	14	5	3	14	1	3	4	31	1	21	3	5	3	1	3	1	9	8	3	1	4	8	5	30	5	5	5	2	5	4	3	1	0	11	1	2	3	6	3	5	3
OG1RFRS11145	19	30	37	1	39	1	9	7	7	73	7	5	11	21	32	7	12	32	14	7	2	39	7	10	19	1	10	16	25	80	32	25	1	7	39	27	1	52	12	7	12	1	7	37	11	10	7	1	39	10	7	76	1	7	7	51	7	14	29	1	9	19	1	2	7	8	32	7	34
OG1RFRS11150	56	1	6	6	34	1	9	7	28	66	28	4	11	18	6	35	12	6	4	28	2	34	7	1	16	6	1	1	21	71	6	21	6	35	34	0	1	6	12	7	12	6	35	6	11	10	6	6	34	10	7	68	0	7	7	44	7	4	26	1	9	56	6	2	28	8	6	7	4
OG1RFRS11155	72	6	15	15	44	15	10	8	7	85	7	5	12	22	34	8	14	34	5	7	61	43	8	39	21	15	39	6	26	71	34	26	6	8	43	29	1	59	14	8	14	6	8	15	12	11	7	27	44	11	8	194	15	8	8	58	8	5	31	15	66	72	15	61	7	13	34	8	6
OG1RFRS11160	3	2	2	23	2	1	5	2	2	7	2	2	14	2	2	9	6	2	2	2	2	2	2	2	3	23	2	2	8	2	2	8	2	9	2	2	1	2	6	2	6	2	9	2	2	1	2	2	2	1	2	7	1	2	2	7	2	2	2	1	8	3	2	2	2	2	2	2	4
OG1RFRS11165	54	22	11	11	15	10	9	7	2	62	2	5	11	2	13	18	13	13	5	2	44	18	7	1	19	11	1	15	26	53	13	26	31	18	18	14	1	2	13	7	13	31	18	11	11	10	2	11	15	10	7	64	49	7	7	25	7	5	15	10	26	54	11	44	2	8	13	7	0
OG1RFRS11170	94	83	29	50	49	13	8	2	2	183	2	15	10	21	40	2	12	40	15	2	75	48	2	1	45	50	1	17	99	117	40	128	17	53	48	0	1	68	12	2	12	17	2	29	10	9	2	29	0	9	2	113	88	2	2	27	2	15	37	13	28	94	29	75	2	7	40	2	18
OG1RFRS11175	26	10	27	27	41	10	9	5	7	71	7	14	11	27	33	31	13	33	14	7	2	40	5	1	19	27	1	16	63	10	33	26	16	31	40	0	1	52	38	5	38	16	31	27	11	10	7	27	41	10	5	73	10	5	5	25	5	14	32	10	26	26	27	2	7	8	33	5	77
OG1RFRS11180	69	13	30	48	46	13	9	5	7	69	7	38	30	23	39	37	14	39	47	7	59	13	5	1	21	48	1	17	29	13	39	29	17	37	13	34	1	56	14	5	14	17	37	30	11	13	7	30	46	10	5	87	13	5	5	28	5	47	30	35	0	69	30	2	7	26	39	5	19
OG1RFRS11185	0	6	11	11	39	6	9	5	7	48	7	6	50	22	32	30	13	32	14	7	2	6	5	1	20	11	1	46	11	10	32	11	31	30	6	29	1	52	13	5	13	31	30	11	0	10	7	11	39	10	5	85	64	5	5	54	5	14	1	6	9	0	11	2	7	8	32	5	75
OG1RFRS11190	1	2	2	2	5	2	1	2	3	2	3	2	2	2	2	2	2	2	4	3	1	1	2	1	2	2	1	3	1	1	2	1	3	2	1	2	1	1	2	2	2	3	2	2	2	1	3	2	5	1	2	2	1	2	2	1	2	4	1	2	1	1	2	1	3	1	2	2	2
OG1RFRS11195	78	6	30	30	46	14	9	5	7	96	7	14	11	22	39	35	13	39	15	7	2	15	5	1	20	30	6	17	29	10	39	29	44	35	15	33	1	62	13	5	13	44	35	30	11	10	7	30	46	10	5	98	73	5	5	37	5	15	36	14	119	78	30	2	7	8	39	5	105
OG1RFRS11200	3	16	1	1	12	1	1	4	1	2	1	1	3	8	10	1	3	10	5	1	2	5	4	7	3	1	0	7	3	3	10	3	7	1	5	5	1	3	3	4	3	7	1	1	3	11	1	1	12	3	4	3	5	4	4	3	4	5	3	1	3	3	1	2	1	6	10	4	1
OG1RFRS11205	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG1RFRS11210	72	34	13	13	44	13	8	4	6	66	6	15	10	82	37	32	12	37	15	6	2	15	4	40	42	13	0	17	73	91	37	29	17	32	15	6	1	53	12	4	12	17	32	13	10	9	6	13	44	9	4	87	105	4	4	35	4	15	33	13	29	72	13	2	6	47	37	4	5
OG1RFRS11215	81	0	12	12	49	47	8	4	6	0	6	35	64	23	40	33	11	40	14	6	2	18	4	44	20	12	0	16	29	98	40	29	16	33	18	31	1	65	51	4	51	16	33	12	10	9	6	12	49	9	4	48	13	4	4	28	4	14	36	12	29	81	12	2	6	7	40	4	5
OG1RFRS11220	72	35	1	1	47	1	8	4	6	81	6	14	34	21	38	32	12	38	14	6	2	53	4	60	20	1	0	16	5	87	38	5	16	32	53	0	1	58	12	4	12	16	32	1	10	9	6	1	47	9	4	84	1	4	4	28	4	14	33	1	5	72	1	174	6	26	38	4	36
OG1RFRS11255	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	8	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9	1	4	1	1	1	2	1	1	1
OG1RFRS11260	13	1	1	1	1	1	6	4	1	4	1	17	7	4	4	1	8	4	1	1	16	22	4	19	11	1	7	1	16	16	4	16	1	1	22	1	1	27	25	4	25	1	1	1	7	1	1	1	1	1	4	21	7	4	4	15	4	1	18	1	16	13	1	16	1	5	4	4	24
OG1RFRS11265	89	80	1	50	49	1	9	7	2	108	2	37	11	23	43	36	13	67	15	2	2	19	7	44	21	50	0	17	30	119	43	30	47	36	19	33	1	69	60	7	60	47	36	1	11	10	2	31	49	10	7	94	14	7	7	71	7	15	38	1	141	0	1	2	2	8	43	7	23
OG1RFRS11270	21	3	1	1	3	1	5	4	2	2	2	2	4	8	8	2	2	8	2	2	2	1	4	3	1	1	0	3	2	2	8	2	3	2	1	2	1	4	2	4	2	3	2	1	4	2	2	1	3	2	4	2	2	4	4	19	4	2	11	1	2	21	1	2	2	3	8	4	8
OG1RFRS11275	7	10	4	4	9	26	7	5	2	45	2	4	6	16	4	19	5	4	2	2	2	4	5	4	13	4	4	10	5	48	4	5	10	19	4	2	1	9	5	5	5	10	19	4	6	14	2	4	9	2	5	39	2	5	5	35	5	2	20	4	5	7	4	2	2	6	4	5	28
OG1RFRS11280	85	36	1	1	59	1	8	28	5	86	5	33	35	2	39	32	12	39	14	5	2	18	6	42	15	1	226	16	86	106	39	27	16	32	18	5	1	65	12	6	12	16	32	1	10	9	5	1	59	9	6	215	5	28	6	67	28	14	34	1	27	85	1	2	5	24	39	6	0
OG1RFRS11290	69	34	1	1	134	1	8	6	5	73	5	32	10	20	36	31	12	36	15	5	2	2	6	2	12	1	79	17	73	54	36	41	17	31	2	0	1	52	12	6	12	17	31	1	93	19	5	1	134	9	6	84	5	6	6	54	6	15	33	58	41	69	1	2	5	7	36	6	5
OG1RFRS11295	99	87	15	15	56	15	10	8	7	117	7	8	12	26	44	37	14	44	17	7	2	55	8	232	52	15	0	20	105	124	44	33	20	37	0	17	1	76	14	8	14	20	37	15	134	11	7	15	56	11	8	119	91	8	8	79	8	17	38	15	33	99	15	2	7	9	44	8	0
OG1RFRS11300	76	20	1	1	37	1	9	7	1	91	1	33	61	22	16	32	13	16	14	1	4	16	7	41	43	1	16	56	75	97	16	16	16	32	16	30	1	16	13	7	13	16	32	1	106	44	1	1	37	10	7	92	70	7	7	24	7	14	34	1	16	76	63	4	1	8	16	7	16
OG1RFRS11305	83	10	1	1	44	1	9	7	2	99	2	10	35	20	37	32	12	37	13	2	4	43	7	1	18	1	0	15	86	108	37	27	15	32	43	192	1	63	12	7	12	15	32	1	116	10	2	1	44	10	7	102	75	7	7	3	7	13	34	1	27	83	1	2	2	8	37	7	4
OG1RFRS11315	47	37	1	1	39	1	9	7	6	5	6	5	10	22	41	34	12	41	14	6	2	50	144	43	46	1	175	31	20	91	41	29	31	34	50	22	1	0	47	7	47	31	34	1	10	5	6	30	39	5	7	174	1	7	7	3	7	14	35	1	29	47	1	6	6	15	41	7	39
OG1RFRS11320	69	33	1	1	44	1	10	8	7	1	7	1	12	21	37	31	14	37	1	7	14	43	8	40	19	1	1	1	71	11	37	26	1	31	43	170	1	34	14	8	14	1	31	1	100	11	7	1	44	11	8	23	0	8	8	151	8	1	32	1	26	69	1	7	7	46	37	8	34
OG1RFRS11325	19	34	27	27	44	1	8	5	2	5	2	32	10	21	36	31	12	36	13	2	4	43	5	27	19	27	26	15	27	84	36	24	26	31	43	5	1	55	12	96	12	26	31	27	10	9	2	27	44	9	5	77	27	5	5	3	5	13	33	1	24	19	27	2	2	7	36	5	35
OG1RFRS11330	8	2	2	2	1	1	5	2	2	2	2	2	6	2	13	2	2	13	2	2	2	0	2	2	8	2	2	1	2	2	13	2	1	2	2	2	1	2	2	2	2	1	2	2	6	2	2	2	1	2	2	2	2	2	2	3	2	2	2	1	2	8	2	2	2	4	13	2	2
OG1RFRS11335	17	26	8	8	1	1	7	4	2	52	2	8	9	18	70	28	10	33	12	2	2	38	4	8	17	8	0	14	61	4	33	24	14	28	38	26	1	2	41	4	41	14	28	8	9	8	2	8	1	8	4	69	56	4	4	3	4	12	30	1	24	17	8	2	2	6	33	4	31
OG1RFRS11345	70	31	4	199	18	1	9	5	4	83	4	4	10	20	18	29	12	18	13	4	4	40	5	17	18	199	0	49	73	88	18	25	15	29	40	13	1	0	43	5	43	15	29	4	10	4	4	4	18	4	186	85	64	5	5	3	5	13	30	1	25	70	4	4	4	8	18	5	42
OG1RFRS11350	57	6	1	1	33	31	9	5	7	3	7	1	6	6	6	24	10	6	11	7	4	32	5	6	43	1	51	13	19	76	6	58	13	24	32	11	1	42	10	5	10	13	24	1	6	1	7	1	33	1	5	70	1	5	5	45	5	11	25	1	58	57	1	4	7	8	6	5	1
OG1RFRS11355	2	2	1	1	5	1	2	2	2	10	52	2	5	5	5	14	5	5	2	2	2	2	2	2	2	1	2	7	2	5	5	2	7	14	2	5	1	5	5	2	5	7	14	1	5	2	2	1	5	2	2	6	2	2	2	8	2	2	15	1	2	2	1	2	2	4	5	2	2
OG1RFRS11360	174	17	5	5	43	5	9	5	7	87	7	34	11	22	38	32	13	38	14	7	59	41	5	41	20	5	0	17	26	92	38	101	17	32	41	46	1	56	13	5	13	17	32	5	11	10	7	5	43	10	5	89	67	5	5	57	5	14	35	5	101	73	5	213	7	15	38	5	46
OG1RFRS11365	70	2	5	5	2	14	10	8	7	81	7	2	0	11	33	28	13	33	1	7	4	42	8	37	19	5	0	16	24	87	33	29	16	28	42	26	1	2	45	8	45	16	28	5	12	20	7	5	2	11	8	30	14	8	8	25	8	1	30	14	29	70	5	4	7	9	33	8	2
OG1RFRS11370	90	21	14	14	34	14	29	8	7	15	7	34	0	21	39	33	8	39	15	7	65	47	8	43	19	14	0	17	25	115	39	27	21	33	47	31	1	21	8	8	8	21	33	14	12	11	7	14	34	11	8	108	82	8	8	3	8	15	35	14	27	90	14	4	7	9	39	8	11
OG1RFRS11375	47	11	5	5	10	5	9	7	6	21	6	26	43	11	74	25	11	31	12	6	4	7	7	1	16	5	0	13	21	70	31	22	13	25	7	0	1	44	11	7	11	13	25	5	1	10	6	5	10	10	7	49	7	7	7	3	7	12	27	5	22	56	5	4	6	8	31	7	10
OG1RFRS11380	97	115	27	113	54	27	10	8	7	122	7	41	73	25	19	40	14	19	17	7	78	8	8	49	22	113	0	19	29	129	19	35	59	123	8	69	1	69	14	8	14	59	40	27	140	11	7	27	54	11	8	125	90	8	8	240	8	17	42	27	35	97	27	78	7	9	19	8	27
OG1RFRS11385	89	39	15	15	51	15	10	8	7	92	7	38	19	26	43	37	14	68	17	7	4	50	8	63	24	15	0	20	92	123	43	33	20	53	50	61	1	61	14	8	14	20	37	15	19	11	7	15	51	11	8	112	82	8	8	3	8	17	37	15	33	89	70	4	7	9	43	8	44
OG1RFRS11395	1	1	1	1	1	5	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	1	1	1	1	2	1	1	1
OG1RFRS11400	78	34	10	10	45	10	9	7	6	48	6	32	11	23	16	31	13	16	15	6	2	108	7	35	20	10	0	57	80	100	16	27	17	31	44	29	1	58	13	7	13	17	31	10	107	10	6	10	45	10	7	95	47	7	7	3	7	15	33	10	122	78	10	2	6	8	16	7	48
OG1RFRS11405	2	2	4	4	3	4	2	2	2	2	2	2	2	2	2	2	4	2	2	2	2	2	2	2	2	4	1	2	2	2	2	2	2	2	2	2	1	2	4	2	4	2	2	4	2	2	2	4	3	2	2	3	2	2	2	2	2	2	2	4	2	2	4	2	2	3	2	2	2
OG1RFRS11420	85	38	15	15	11	47	10	8	7	102	7	59	12	25	1	25	14	1	17	7	2	49	8	11	45	15	0	19	88	110	1	30	19	25	49	32	1	67	14	8	14	19	25	15	12	11	7	15	11	11	8	103	52	8	8	182	8	17	37	15	30	85	15	2	7	9	1	8	53
OG1RFRS11425	97	40	16	16	54	16	10	8	7	121	7	62	73	119	43	36	15	43	18	7	79	53	8	58	22	16	0	20	31	132	43	151	20	36	53	0	1	75	64	8	64	20	36	16	47	14	7	16	54	11	8	124	182	8	8	78	8	18	38	16	151	97	16	2	7	9	43	8	131
OG1RFRS11435	98	40	15	15	55	15	0	8	7	126	7	8	12	123	43	37	14	43	17	7	2	53	8	76	22	15	0	19	157	142	43	158	19	37	53	35	1	15	14	8	14	19	37	15	156	11	7	15	0	11	8	131	16	8	8	77	8	17	39	15	34	98	101	320	7	9	43	8	140
OG1RFRS11440	36	3	1	1	3	1	6	5	2	4	2	5	3	2	19	17	3	19	7	2	2	3	5	23	13	1	30	9	5	1	19	5	9	17	3	4	1	1	3	5	3	9	17	1	3	5	2	1	3	5	5	41	4	5	5	33	5	7	4	1	5	36	1	2	2	4	19	5	10
OG1RFRS11445	50	11	1	1	24	1	8	107	2	6	2	1	10	2	12	23	11	12	13	2	2	12	1	28	17	1	0	14	2	49	12	67	14	23	0	22	1	1	11	1	11	14	23	1	10	1	2	1	24	9	1	59	12	1	1	40	1	13	12	1	1	50	1	2	2	7	12	1	24
OG1RFRS11450	88	79	50	31	235	14	9	7	37	109	37	127	46	201	42	34	13	42	16	37	2	19	7	14	21	31	15	18	2	120	42	7	18	34	19	32	1	65	47	7	47	18	34	50	46	7	40	31	51	10	7	75	15	7	7	27	7	16	35	14	7	88	31	2	37	8	42	7	6
OG1RFRS11465	86	36	29	29	47	11	102	7	2	11	2	53	11	22	39	32	13	39	14	2	67	17	7	182	20	29	0	15	2	103	39	7	15	32	17	0	1	63	13	7	13	15	32	29	11	10	2	29	47	10	7	98	2	7	7	66	7	14	35	11	7	86	29	2	2	27	39	7	37
OG1RFRS11470	47	9	8	8	2	9	7	5	2	57	2	3	9	15	18	24	2	18	11	2	2	12	5	3	13	8	2	2	2	11	18	8	2	24	12	2	1	3	2	5	2	2	24	8	9	8	2	8	2	8	5	59	44	5	5	40	5	11	2	9	8	47	8	2	2	6	18	5	2
OG1RFRS11475	47	12	1	1	31	12	8	6	2	12	2	24	12	13	5	23	11	5	13	2	2	15	6	24	16	1	12	1	2	5	5	1	1	23	15	39	1	24	11	6	11	1	23	1	9	1	2	1	31	1	6	5	2	6	6	42	6	13	25	12	1	47	1	2	2	7	5	6	27
OG1RFRS11480	50	17	8	8	30	2	9	7	2	0	2	22	2	16	25	22	0	25	10	2	2	2	7	22	14	8	49	11	2	65	25	8	33	22	2	2	1	40	0	7	0	33	22	8	2	8	2	8	30	8	7	22	2	7	7	2	7	10	23	2	8	50	8	2	2	8	25	7	5
OG1RFRS11485	71	34	10	10	2	11	9	7	2	87	2	52	58	18	37	29	2	37	1	2	2	11	7	40	16	10	0	15	2	93	37	10	15	29	11	27	1	59	2	7	2	15	29	10	11	10	2	10	2	10	7	88	71	0	7	61	0	1	31	11	0	71	10	2	2	8	37	7	47
OG1RFRS11490	37	29	9	9	1	10	8	6	1	10	1	9	10	17	31	26	1	31	1	1	1	10	6	9	15	9	0	14	1	63	31	9	14	26	10	24	1	35	1	6	1	14	26	9	10	9	1	9	1	9	6	59	37	6	6	43	6	1	28	10	9	37	9	1	1	7	31	6	6
OG1RFRS11495	77	39	32	32	2	12	10	8	2	12	2	37	12	151	41	36	92	57	1	2	2	12	8	45	21	32	0	18	2	98	57	105	18	36	12	33	1	63	15	8	15	18	36	32	12	14	2	32	2	11	8	93	53	8	8	26	8	1	38	12	105	77	32	2	2	9	57	8	40
OG1RFRS11500	84	38	30	30	49	13	9	7	14	13	14	35	13	24	41	34	12	41	16	14	2	13	7	46	22	30	13	18	2	112	41	10	18	34	13	32	1	65	58	7	58	18	34	30	13	10	14	30	49	10	7	75	15	7	7	66	7	16	36	13	10	84	30	2	14	8	41	7	0
OG1RFRS11505	80	12	11	11	2	12	10	8	7	12	7	16	12	23	7	35	14	7	16	7	64	12	8	43	21	11	0	18	117	100	7	11	18	35	12	32	1	2	14	8	14	18	35	11	71	11	7	37	2	11	8	96	15	8	8	62	8	16	36	33	11	80	11	2	7	9	7	8	7
OG1RFRS11510	87	42	11	11	52	15	10	8	43	107	43	16	12	23	128	39	14	45	16	43	2	15	8	47	20	11	0	18	2	116	45	33	70	39	15	0	1	67	14	8	14	70	39	11	12	11	7	11	52	11	8	110	81	8	8	208	8	16	40	15	33	87	11	2	43	28	45	8	7
OG1RFRS11515	3	1	1	1	3	1	1	3	3	1	3	3	5	7	1	11	6	1	3	3	1	1	3	3	2	1	1	3	1	18	1	3	3	11	1	3	1	1	6	3	6	3	11	1	5	1	3	1	3	1	3	1	1	3	3	3	3	3	3	1	3	3	1	1	3	4	1	3	3
OG1RFRS11520	104	49	38	38	60	22	10	8	7	0	7	18	80	27	72	44	15	72	18	7	2	22	8	57	24	38	0	20	2	141	72	45	20	44	22	0	1	64	15	8	15	20	44	38	12	28	7	38	60	11	8	127	97	8	8	83	8	18	46	22	45	104	38	84	7	9	72	8	0
OG1RFRS11525	28	9	5	5	70	4	7	1	5	37	5	1	4	13	19	17	9	19	10	5	2	4	1	21	10	5	1	3	2	25	19	16	3	17	4	4	1	1	9	1	9	3	17	5	4	23	5	5	9	1	1	17	1	1	1	15	1	10	17	4	16	28	5	1	5	6	19	1	5
OG1RFRS11535	66	75	7	7	38	5	10	8	7	78	7	8	11	21	31	28	11	31	14	7	2	96	8	15	19	7	8	16	2	85	95	25	16	28	18	0	1	50	11	8	11	16	28	7	11	8	7	7	38	8	8	81	8	8	8	17	8	14	29	26	25	66	97	23	7	9	31	8	1
OG1RFRS11540	6	10	6	6	10	5	9	7	6	0	6	6	6	17	32	28	10	32	1	6	2	14	7	33	16	6	6	12	50	65	32	23	6	28	14	0	1	10	10	7	10	6	28	6	6	10	6	6	10	10	7	61	45	7	7	13	7	1	30	5	23	6	6	41	6	8	32	7	31
OG1RFRS11545	75	38	7	7	47	14	10	8	7	87	7	8	0	22	11	35	13	11	11	7	2	19	8	44	4	7	19	17	2	92	0	103	56	55	19	33	1	21	13	8	13	56	35	7	11	11	7	7	47	11	8	88	72	8	8	27	8	11	36	67	31	75	7	65	7	9	11	8	54
OG1RFRS11550	94	112	7	7	56	15	10	8	7	116	7	8	12	24	45	38	14	45	17	7	2	140	8	6	22	7	20	33	97	127	45	34	33	38	20	36	1	74	14	8	14	33	38	7	139	11	7	41	56	11	8	117	1	8	8	47	8	17	40	15	34	94	7	81	7	28	45	8	125
OG1RFRS11555	97	121	30	30	51	2	8	6	2	0	2	6	39	21	43	78	12	69	14	2	76	151	6	73	47	30	0	38	30	136	43	29	38	36	0	0	1	0	12	6	12	38	36	30	150	11	2	30	51	9	6	351	91	6	6	68	6	14	37	81	0	97	30	75	2	7	43	6	0
OG1RFRS11570	72	37	5	5	47	13	9	7	2	84	2	35	11	5	40	34	12	40	11	2	2	13	7	44	19	5	98	16	73	87	40	29	42	34	13	0	1	60	12	7	12	42	34	5	11	10	2	27	47	10	7	46	1	7	7	24	7	11	36	13	29	72	5	2	2	8	40	7	1
OG1RFRS11575	64	28	22	22	38	11	9	7	2	11	2	26	11	16	17	55	12	17	0	2	2	0	7	33	14	22	0	13	65	77	17	21	13	41	11	23	1	11	47	7	47	13	25	22	11	10	2	22	38	10	7	37	31	7	7	17	7	0	27	11	21	64	22	2	2	8	17	7	42
OG1RFRS11580	1	1	1	35	1	19	4	1	1	1	1	15	5	2	2	14	6	2	7	1	1	2	1	22	8	35	5	1	30	41	2	11	1	14	2	5	1	2	6	1	6	1	14	1	5	2	1	1	1	2	1	111	2	1	1	1	1	7	16	2	11	1	1	1	1	3	2	1	1
OG1RFRS11585	10	26	1	1	12	12	9	5	7	23	7	24	10	81	29	23	11	29	11	7	2	15	5	4	16	1	10	13	0	23	29	11	13	23	15	0	1	40	11	5	11	13	23	1	10	4	7	1	12	4	5	11	44	5	5	23	5	11	25	12	11	10	1	2	7	8	29	5	5
OG1RFRS11590	112	44	33	33	287	15	10	8	7	373	7	41	12	0	147	40	14	48	179	7	90	58	8	88	23	33	0	43	119	157	48	181	43	67	58	0	1	0	14	8	14	43	40	33	180	24	7	33	287	11	8	409	105	8	8	319	8	179	42	15	181	112	33	2	7	9	48	8	125
OG1RFRS11595	51	29	1	1	20	13	9	5	7	30	7	12	11	20	31	4	12	31	15	7	42	35	5	12	18	1	36	7	54	69	31	25	7	4	35	26	1	26	12	5	12	7	4	1	11	10	7	1	20	10	5	28	48	5	5	23	5	15	28	13	25	51	1	2	7	8	31	5	36
OG1RFRS11600	0	38	1	1	51	1	9	5	7	0	7	35	37	24	41	34	14	41	16	7	2	50	5	45	22	1	0	18	0	118	41	31	18	34	50	32	1	67	14	5	14	18	34	1	37	13	7	1	51	10	5	281	82	5	5	70	5	16	36	1	31	87	1	71	7	8	41	5	55
OG1RFRS11605	0	33	1	1	44	11	8	5	1	0	1	1	1	21	35	29	10	35	13	1	0	11	5	57	19	1	0	15	14	86	35	30	15	49	11	103	1	30	10	5	10	15	29	1	1	9	1	1	44	9	5	43	18	5	5	3	5	13	31	11	30	0	1	82	1	7	35	5	41
OG1RFRS11610	91	34	45	260	47	14	9	5	7	0	7	33	11	24	37	32	13	67	16	7	2	14	5	40	22	260	39	18	97	114	37	10	18	32	14	0	1	49	13	5	13	18	32	45	122	10	7	14	47	10	5	46	21	5	5	69	5	16	3	76	10	91	68	72	7	8	37	5	20
OG1RFRS11620	83	39	30	30	6	15	10	8	7	11	7	37	12	24	6	35	14	6	17	7	2	48	8	15	22	30	6	19	87	109	6	36	19	35	48	6	1	68	14	8	14	19	35	30	12	11	7	30	6	11	8	245	15	8	8	27	8	17	38	15	36	83	30	6	7	9	6	8	39
OG1RFRS11630	100	43	32	32	54	26	10	8	7	229	7	8	0	25	46	39	14	46	17	7	75	151	8	26	23	32	0	19	150	137	46	34	52	39	44	0	1	76	14	8	14	52	39	32	12	11	45	42	54	11	8	126	91	8	8	78	8	17	41	26	34	100	32	313	7	9	46	8	49
OG1RFRS11635	58	13	1	1	35	12	9	7	1	19	1	7	10	18	10	27	11	10	74	1	14	16	7	12	12	1	2	14	60	68	10	23	14	27	16	25	1	45	11	7	11	14	27	1	10	7	1	1	35	7	7	25	7	7	7	15	7	74	28	12	23	58	1	7	1	8	0	7	31
OG1RFRS11640	16	21	18	18	24	2	1	6	5	33	5	6	8	6	17	19	5	17	6	5	2	13	6	2	14	18	17	11	6	6	17	17	11	19	13	0	1	17	5	6	5	11	19	18	8	7	5	18	24	7	6	23	7	6	6	22	6	6	5	2	17	16	18	24	5	5	17	6	1
OG1RFRS11645	94	41	31	31	53	50	10	8	7	113	7	8	40	26	42	38	14	42	55	7	2	21	8	46	23	31	0	19	98	122	42	33	19	38	21	36	1	70	14	8	14	19	38	31	40	24	7	31	53	11	8	52	0	8	8	75	8	55	39	15	33	94	140	77	7	9	42	8	1
OG1RFRS11650	90	80	33	33	54	15	10	8	7	78	7	8	12	25	44	38	14	44	17	7	2	21	8	49	23	33	15	19	97	117	44	131	19	59	21	0	1	72	14	8	14	19	38	33	12	11	7	33	54	11	8	52	85	8	8	70	8	17	41	15	140	90	33	2	7	9	44	8	0
OG1RFRS11655	96	39	31	31	53	15	10	8	40	118	40	8	12	22	43	35	14	43	17	40	79	21	8	47	23	31	0	19	102	128	43	30	19	35	21	0	1	74	14	8	14	19	35	31	12	51	40	31	53	11	8	120	91	8	8	72	8	17	38	15	30	96	0	79	40	9	43	8	57
OG1RFRS11660	77	34	29	29	46	15	10	8	7	14	7	8	60	23	37	33	14	37	14	7	65	6	148	43	20	29	14	18	4	95	37	11	18	33	6	31	1	31	14	8	14	18	33	29	12	11	7	29	46	11	8	3	74	8	8	61	8	14	33	15	11	77	0	2	7	9	37	8	15
